Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL595227,0,N=C1Sc2ccccc2C2=NCCCN12,IC50,=,220,nM,CHEMBL4771464,Inhibition of human HDAC7 using Boc-Lys(tri-fluoracetyl)-AMC as substrate preincubated for 30 mins followed by substrate addition and measured after 60 mins by colorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,TIME = 1.5 hr,INHIBITOR
CHEMBL3981567,2,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCC(=O)NO,IC50,>,10000,nM,CHEMBL3887568,Inhibition Assay: The inhibitions of activities of HDAC enzymes by the compounds N1-[3-fluoro-4-[[7-[4-(hydroxyamino)-4-oxobutoxy]-6-methoxy-4-quinolyl]oxy]phenyl]-N1-(4-fluoro phenyl)cyclopropane-1,,,,,,,,,,,,,,,,,,,,
CHEMBL4547343,0,S=C1Sc2ccccc2C2=NCCN12,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL4577299,0,O=C(NO)c1ccc(Cn2c3c(c4ccccc42)CS(=O)(=O)CC3)cc1,IC50,=,100,nM,CHEMBL4422772,Inhibition of human HDAC7 using fluorogenic HDAC substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,None,,
CHEMBL4862563,0,O=C(NO)c1cc(F)c(Cn2nnnc2-c2cccs2)c(F)c1,IC50,=,472,nM,CHEMBL4828684,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus expression system using Nepsilon-Trifluoroacetyl L-lysine as substrate by fluorescent microplate reader assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4825781,1,Scientific Literature,ACS Med Chem Lett,2021,None,,INHIBITOR
CHEMBL4874671,0,O=C(NO)c1ccc(CN2c3ccccc3[S+]([O-])c3ccc(Cl)cc32)cc1,IC50,=,14180,nM,CHEMBL4821488,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4877023,0,O=C(NO)c1ccc(CN2c3ccccc3[S+]([O-])c3ccc(C(F)(F)F)cc32)cc1,IC50,=,25250,nM,CHEMBL4821488,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4445342,1,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(CCCCC(=O)NO)c2c(=O)n1-c1ccccc1,IC50,=,90810,nM,CHEMBL4405133,Inhibition of recombinant human N-terminal GST-tagged HDAC7 (518 to 991 residues) expressed in baculovirus infected insect cells using fluorogenic HDAC class2a as substrate measured after 1 to 2 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4402587,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4532398,1,C[C@@H]1CN(C(=O)Nc2ccc(-c3nc(N4CCOCC4)c4cnn(CCCCCCC(=O)NO)c4n3)cc2)CCO1,IC50,>,1000,nM,CHEMBL4413548,Inhibition of recombinant full length N-terminal GST-tagged human HDAC7 expressed in baculovirus expression system using Ac-peptide-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 1 hr by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4411315,1,Scientific Literature,J Med Chem,2019,None,,
CHEMBL4165684,0,O=C(NO)c1ccc(CCN2C(=O)c3cccc4c(N5CCOCC5)ccc(c34)C2=O)cc1,IC50,>,100000,nM,CHEMBL4141509,Inhibition of HDAC7 (unknown origin) using Boc-Lys(acetyl)-AMC as substrate after 30 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4138147,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL4587389,0,Cc1ccc2c(c1)SC(=S)N1CCN=C21,IC50,>,50000,nM,CHEMBL4409768,Inhibition of recombinant human C-terminal His-tagged N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 cells using Boc-Lys(TFA)-AMC as substrate incubated for 1 hr by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4406872,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308860,,
CHEMBL3335306,0,O=C(CCCCc1ccn(Cc2ccc3c(c2)OCO3)n1)NO,IC50,=,360,nM,CHEMBL3388844,Inhibition of human recombinant HDAC7 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL277805,0,Nc1ccccc1NC(=O)CCCCCC(=O)Nc1ccccc1,IC50,,,,CHEMBL4401299,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4400533,1,Scientific Literature,Eur J Med Chem,2019,None,,
CHEMBL4456269,0,CN1CCC(CNC(=O)c2cccc(C(=O)NO)c2)(c2nc(-c3ccccc3)cs2)CC1,Ki,=,3940,nM,CHEMBL4368737,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4364347,1,Scientific Literature,Bioorg Med Chem,2019,None,,
CHEMBL4452620,0,CC(C)(C)c1ccc(C(=O)Nc2ccc(C(=O)NO)cc2)cc1,IC50,>,1000,nM,CHEMBL4376741,Inhibition of recombinant full length human HDAC7 expressed in baculovirus infected Sf9 cells using FAM-RHKK-TFAc as substrate incubated for 3 hrs by electrophoretic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4373747,1,Scientific Literature,ACS Med Chem Lett,2020,CHEMBL3308860,,
CHEMBL4759584,0,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccc(CN)cc1,IC50,=,9000,nM,CHEMBL4729574,Inhibition of human HDAC7 expressed in HEK293/T17 cells pre-incubated for 10 mins before Boc-Lys(TFA)-AM substrate addition and measured after 30 mins by fluorescence-based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4725372,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,INHIBITOR
CHEMBL2364628,0,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,=,1400,nM,CHEMBL4842906,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4842326,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR
CHEMBL4749146,0,O=C(NO)c1ccc(CCCN2CCC(CN[C@H]3C[C@@H]3c3ccccc3)CC2)cc1,IC50,=,3580,nM,CHEMBL4724389,Inhibition of human HDAC7 using Boc-Lys(trifluoroacetyl)-AMC as substrate by fluorescence method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4715885,1,Scientific Literature,Bioorg Med Chem Lett,2021,None,,INHIBITOR
CHEMBL4784844,0,O=C(NO)c1ccc(CN2C(=O)c3cccnc3C2=O)cc1-c1ccccc1,IC50,=,220,nM,CHEMBL4737686,Inhibition of recombinant human HDAC7 using Ac-LGK(TFA)-AMC as substrate pre-incubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4732198,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR
CHEMBL483254,0,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,IC50,=,2830,nM,CHEMBL3828938,Inhibition of N-terminal GST-tagged human recombinant HDAC7 (518 to end residues) expressed in baculovirus coexpressed in fall armyworm Sf9 cells using carboxyfluorescein (FAM)-labeled acetylated/ trifluoroacetylated peptide as substrate after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3826926,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3308860,,
CHEMBL3622729,0,C/C=C1\NC(=O)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC(=O)[C@H](C(C)C)NC1=O,IC50,>,10000,nM,CHEMBL3627134,Inhibition of recombinant human HDAC7 after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3621100,1,Scientific Literature,J Med Chem,2015,None,,
CHEMBL3220925,0,CC(=O)N1c2ccc(NC(=O)CCCCCCC(=O)NO)cc2[C@H](Nc2ccccc2)C[C@@H]1C,IC50,=,10720,nM,CHEMBL3224043,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3217474,1,Scientific Literature,Medchemcomm,2014,None,,
CHEMBL4642821,0,CC(C)N(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccc(C(=O)NO)cc1,IC50,>,10000,nM,CHEMBL4619661,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus expression system using FAM-RHKK(TF-Ac)-NH2 substrate incubated for 3 hrs by EMSA method,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4616727,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL5189365,2,Cc1cc(C)c(CNC(=O)c2cc(-c3ccc(N4CCN(c5ncc(C(=O)NO)cn5)CC4)nc3)cc3c2cnn3C(C)C)c(=O)[nH]1,IC50,=,8190,nM,CHEMBL5111883,Inhibition of N-terminal GST-fusion tagged recombinant human HDAC7 (518 to 991 residues) expressed in insect cells using trifluoroacetyl lysine as substrate incubated for 2 hrs by Multimode microplate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5108052,1,Scientific Literature,J Med Chem,2022,None,TIME = 2.0 hr,INHIBITOR
CHEMBL5177475,0,CC(C)N(Cc1ccc(C(=O)NO)cc1)S(=O)(=O)c1cc(F)c(F)c(F)c1F,IC50,>,5000,nM,CHEMBL5158353,Inhibition of full length human recombinant HDAC7 expressed in Sf9 baculovirus system using FAM-labeled acetylated peptide as substrate by measuring fluorescence intensity by EMSA method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL5154721,1,Scientific Literature,J Med Chem,2022,None,,
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,34,nM,CHEMBL3795918,Inhibition of human recombinant N-terminal GST-tagged HDAC7 (518 to 991 residues) expressed in insect cells using RHK-K(Ac)-AMC as substrate incubated for 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3792283,1,Scientific Literature,Eur J Med Chem,2016,None,,
CHEMBL4758506,0,O=C(O)c1cccc(C(CCCCN2C(=O)c3ccccc3C2=O)C(=O)NO)c1,IC50,=,1400,nM,CHEMBL4737686,Inhibition of recombinant human HDAC7 using Ac-LGK(TFA)-AMC as substrate pre-incubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4732198,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR
CHEMBL4776962,0,O=C(NO)c1ccc(CN2C(=O)CCC2=O)cc1-c1ccccc1,IC50,=,76,nM,CHEMBL4737686,Inhibition of recombinant human HDAC7 using Ac-LGK(TFA)-AMC as substrate pre-incubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4732198,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR
CHEMBL4776825,0,O=C(NO)c1ccc(CN2C(=O)c3ccncc3C2=O)cc1-c1ccccc1,IC50,=,620,nM,CHEMBL4737686,Inhibition of recombinant human HDAC7 using Ac-LGK(TFA)-AMC as substrate pre-incubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4732198,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR
CHEMBL4872697,0,CSc1ccc2c(c1)N(Cc1ccc(C(=O)NO)cc1)c1ccccc1[S+]2[O-],IC50,>,40000,nM,CHEMBL4821488,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,
CHEMBL4847771,0,NC(=O)c1ccc2c(c1)N(Cc1ccc(C(=O)NO)cc1)c1ccccc1[S+]2[O-],IC50,=,9380,nM,CHEMBL4821488,Inhibition of N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus-infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None,TIME = 0.5833 hr,INHIBITOR
CHEMBL4798571,0,CN(C)CCOc1ccc(-c2cc(=O)c3c(O)cc(OCCCCCC(=O)NO)cc3o2)cc1.Cl,IC50,>,10000,nM,CHEMBL4774041,Inhibition of recombinant human N-terminal GST-tagged HDAC-7 (501 to end residues) expressed in baculovirus infected in Sf9 cells using Boc-Lys (q-Ac)-AMC as substrate incubated for 10 mins followed by substrate addition and measured after 30 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765432,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.6667 hr,
CHEMBL4798571,0,CN(C)CCOc1ccc(-c2cc(=O)c3c(O)cc(OCCCCCC(=O)NO)cc3o2)cc1.Cl,Inhibition,=,43,%,CHEMBL4774042,Inhibition of recombinant human N-terminal GST-tagged HDAC-7 (501 to end residues) expressed in baculovirus infected in Sf9 cells at 10 uM using Boc-Lys (q-Ac)-AMC as substrate incubated for 10 mins followed by substrate addition and measured after 30 mins by fluorescence based assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765432,1,Scientific Literature,Eur J Med Chem,2020,None,Dose = 10.0 microM | TIME = 0.6667 hr,INHIBITOR
CHEMBL2381737,0,O=C(CCCCc1cn(Cc2ccc(F)cc2F)nn1)NO,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2381748,0,O=C(CCCCc1cn(Cc2ccccc2F)nn1)NO,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2179618,0,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,IC50,=,4460,nM,CHEMBL4842906,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4842326,1,Scientific Literature,Eur J Med Chem,2021,None,,INHIBITOR
CHEMBL2381739,0,COc1ccc(Br)c(Cn2cc(CCCCC(=O)NO)nn2)c1,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL2381733,0,O=C(CCCCc1cn(Cc2cccc(-c3ccccc3)c2)nn1)NO,Inhibition,,,%,CHEMBL2383094,Inhibition of human recombinant HDAC7 at 10 uM incubated for 10 mins prior to substrate addition measured after 60 mins by spectrophotometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2380293,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,
CHEMBL3927842,0,Nc1ccc(-c2cccs2)cc1NC(=O)c1ccc2nc(N3CCNCC3)ccc2c1,IC50,>,20000,nM,CHEMBL4771473,Inhibition of human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected sf9 cells using acetyl-lysine tripeptide as substrate preincubated for 10 mins followed by substrate addition and shaken for 5 secs and measured over 30 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,TIME = 0.6667 hr,
CHEMBL4293858,0,CC(=O)Nc1ccc(C(=O)Nc2ccc(F)cc2N)cc1,IC50,>,30000,nM,CHEMBL4771483,Inhibition of human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected sf9 cells using carboxyfluorescein (FAM)-labeled acetylated peptide substrate by microfluidic capillary electrophoresis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4437833,0,Cc1ncc(-c2ccc(C(C(=O)NO)c3ccccc3F)cc2)cn1,IC50,=,23,nM,CHEMBL4310910,Inhibition of human N-terminal GST-tagged HDAC7 (518 to end residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys-TFA as substrate measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,,
CHEMBL3086767,0,CCOC(=O)NCCCC(=O)NCCc1ccccc1,Inhibition,=,0,%,CHEMBL4430672,Inhibition of recombinant N-terminal GST-tagged human HDAC7 (518 to end residues) expressed in baculovirus expression system using fluorogenic substrate at 5 uM by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None,,
CHEMBL4165065,1,CC(C)[C@@H](C(=O)Nc1ccc(C(=O)Nc2ccc(C(F)(F)F)cc2N)cc1)c1ccccc1,Inhibition,=,0,%,CHEMBL4133870,Inhibition of human HDAC7 at 1 uM using Boc-Lys(trifluoroacetyl)-AMC substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL27759,0,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,>,1000,nM,CHEMBL4376741,Inhibition of recombinant full length human HDAC7 expressed in baculovirus infected Sf9 cells using FAM-RHKK-TFAc as substrate incubated for 3 hrs by electrophoretic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4373747,1,Scientific Literature,ACS Med Chem Lett,2020,CHEMBL3308860,,
CHEMBL3427772,0,CC1(C)Cc2c(-c3ccc(Br)cc3)n[nH]c2C(C(N)=O)C1,Inhibition,,,%,CHEMBL3430209,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3425433,1,Scientific Literature,Bioorg Med Chem Lett,2015,None,,
CHEMBL2018302,0,CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1,IC50,>,30000,nM,CHEMBL2432121,Inhibition of human recombinant HDAC7 using acetyl-Lys(trifluoroacetyl)-AMC as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL2429834,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL3335297,0,O=C(CCCCc1ccn(Cc2ccc(Oc3ccccc3)cc2)n1)NO,IC50,=,628,nM,CHEMBL3388844,Inhibition of human recombinant HDAC7 after 60 mins by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3352093,1,Scientific Literature,Eur J Med Chem,2014,None,,
CHEMBL3735449,1,O=C(NCCCCNCCC(c1ccccc1)c1ccccc1)c1coc(-c2ccccc2O)n1,Inhibition,=,0,%,CHEMBL3738434,Inhibition of human recombinant HDAC7 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL1934896,1,Cc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NO)cc1C,Ki,=,2500,nM,CHEMBL4007218,Inhibition of human HDAC7 using Boc-Lys(trifluoroacetyl)-AMC as substrate preincubated for 30 mins followed by substrate addition measured after 60 mins by trypsin-based fluorescence assay,A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4004881,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,,
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,,,,CHEMBL4042503,Inhibition of recombinant human HDAC7 using fluorogenic substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4041521,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL4103801,0,O=C(NO)c1ccc(NCc2csc3ccc(Br)cc23)cc1,IC50,>,10000,nM,CHEMBL4035207,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4033665,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL4080014,0,Cc1nc2ccccc2n1Cc1ccc(C(=O)NO)cc1F,IC50,=,30,nM,CHEMBL4035207,Inhibition of HDAC7 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL2716,Histone deacetylase 7,Homo sapiens,SINGLE PROTEIN,CHEMBL4033665,1,Scientific Literature,Eur J Med Chem,2017,None,,
