Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL27759,0,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL343448,1,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,IC50,,,,0,CHEMBL3366598,Inhibition of human HDAC4 using fluorescent substrate Ac-KGLGK(Ac)-MCA after 30 mins by fluorescence plate reader in presence of 0.1 mM dithiothreitol,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351719,1,Scientific Literature,Bioorg Med Chem,2014,None
CHEMBL3310511,1,CC(C)[C@@H]1NC(=O)[C@H]2Cc3ccccc3CN2C(=O)[C@@H]2CCCCCSSCCCCC[C@@H](NC1=O)C(=O)N2,IC50,=,37,nM,0,CHEMBL3366598,Inhibition of human HDAC4 using fluorescent substrate Ac-KGLGK(Ac)-MCA after 30 mins by fluorescence plate reader in presence of 0.1 mM dithiothreitol,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351719,1,Scientific Literature,Bioorg Med Chem,2014,None
CHEMBL3827894,1,CN(Cc1nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc2n1C)c1ncc(C(=O)NO)cn1,IC50,=,653,nM,0,CHEMBL3829035,Inhibition of N-terminal GST/C-terminal His-tagged human recombinant HDAC4 (627 to 1084 residues) expressed in baculovirus infected insect Sf9 cells using Ac-peptide-AMC as substrate assessed as release of AMC preincubated for 15 mins followed by substrate addition measured after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3826921,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860
CHEMBL3086767,0,CCOC(=O)NCCCC(=O)NCCc1ccccc1,Inhibition,=,4,%,0,CHEMBL4430669,Inhibition of recombinant C-terminal His-tagged/N-terminal GST-tagged human HDAC4 (627 to 1084 residues) expressed in baculovirus expression system using fluorogenic substrate at 5 uM by fluorescence assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4428107,1,Scientific Literature,Bioorg Med Chem,2016,None
CHEMBL3110004,2,O=C(NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,IC50,=,353,nM,0,CHEMBL4252568,Inhibition of HDAC4 (unknown origin) using fluorogenic substrate after 1 to 2 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4251569,1,Scientific Literature,Eur J Med Chem,2018,None
CHEMBL3692567,0,CCC(CC)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,6400,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL3692641,0,O=S(=O)(Nc1cccc(Cl)c1)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,790,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL3692656,0,CC(CNC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1F)N(C)C,IC50,=,85,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL3692661,0,CCN(CC)C[C@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1F,IC50,=,44,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL3692670,0,CCN(C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,8.9,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL3692673,0,CCCN(C)C[C@@H](C)NC(=O)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,1,nM,0,CHEMBL3705880,Inhibition Assay: Human recombinant HDAC4 was expressed in full length form (aa 2-1084) in Sf9 insect cells (obtained from ATCC) using baculovirus generated with Bac-to-Bac system (Invitrogen). Test compounds were serially diluted to reach final test concentrations from 0.000128 uM to 10 uM. HDAC4 and test compounds were incubated in 25 mM Tris buffer pH 8.0 containing 137 mM NaCl,,,,,,,,,,,,,,,,,,
CHEMBL4168486,0,CC(C)[C@@H](C(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1)c1ccccc1,Inhibition,=,9,%,0,CHEMBL4133867,Inhibition of human HDAC4 at 1 uM using Boc-Lys(trifluoroacetyl)-AMC substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4130443,1,Scientific Literature,Eur J Med Chem,2017,None
CHEMBL3110004,2,O=C(NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,IC50,=,134.4,nM,0,CHEMBL3794865,Inhibition of human recombinant N-terminal GST-tagged C-terminal His-tagged HDAC4 (627 to 1084 residues) expressed in insect cells using Boc-K(TFA)-AMC as substrate incubated for 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3792358,1,Scientific Literature,Eur J Med Chem,2016,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Ki,,,,0,CHEMBL3802968,Inhibition of N-terminal GST-tagged recombinant human HDAC4 assessed as hydrolase activity using fluorogenic Ac-AC-LGK-tfa-AMC-AMC as substrate measured after 60 mins by fluorescence analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3797051,1,Scientific Literature,Medchemcomm,2016,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,493,nM,1,CHEMBL3238607,Inhibition of human HDAC4 using fluorogenic tetrapeptide RHKKAc as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3232764,1,Scientific Literature,Eur J Med Chem,2014,None
CHEMBL1958436,0,O=C(/C=C/c1cccc(S(=O)(=O)Nc2cccc(F)c2)c1)NO,ED50,=,65,nM,0,CHEMBL1961039,Inhibition of human recombinant HDAC4 expressed using baculovirus expression system using Flour- De-Lys as substrate after 3 hrs by fluorescence analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL1955831,1,Scientific Literature,Bioorg Med Chem Lett,2012,None
CHEMBL2105763,0,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,IC50,=,4.61,nM,0,CHEMBL4376739,Inhibition of recombinant full length human HDAC4 expressed in baculovirus infected Sf9 cells using FAM-RHKK-TFAc as substrate incubated for 1.5 hrs by electrophoretic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4373747,1,Scientific Literature,ACS Med Chem Lett,2020,CHEMBL3308860
CHEMBL2364628,0,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,>,1000,nM,1,CHEMBL4376739,Inhibition of recombinant full length human HDAC4 expressed in baculovirus infected Sf9 cells using FAM-RHKK-TFAc as substrate incubated for 1.5 hrs by electrophoretic mobility shift assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4373747,1,Scientific Literature,ACS Med Chem Lett,2020,CHEMBL3308860
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,493,nM,1,CHEMBL3238940,Inhibition of human HDAC-4 using RHKK(Ac) as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3232879,1,Scientific Literature,Eur J Med Chem,2014,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Inhibition,=,29,%,0,CHEMBL3760290,Inhibition of HDAC4 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3758160,1,Scientific Literature,Eur J Med Chem,2016,None
CHEMBL2431907,0,CC(C)(C)C(=O)N1Cc2ccc(C(=O)NO)cc2C1,IC50,>,50000,nM,0,CHEMBL2433161,Inhibition of N-terminal GST-tagged recombinant human HDAC4 (627 to 1085) expressed in baculovirus using acetyl-Lys(trifluoroacetyl)-AMC as substrate after 1 hr by fluorescence plate reader analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2429834,1,Scientific Literature,J Med Chem,2013,None
CHEMBL3771366,0,CC(C)Cc1sc(-c2nccs2)nc1C(=O)NCCCCC(=O)C(F)(F)F,IC50,=,120.03,nM,0,CHEMBL3774117,Inhibition of full length His6-tagged GST-fused recombinant human HDAC4 expressed in High5 insect cells using Ac-Lys-Tyr-Lys (e-acetyl)-AMC as substrate after 24 hrs by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3769309,1,Scientific Literature,Eur J Med Chem,2016,None
CHEMBL356769,2,O=C(CCCCCCC(=O)Nc1ccc([C@H]2O[C@@H](CSc3nc(-c4ccccc4)c(-c4ccccc4)o3)C[C@@H](c3ccc(CO)cc3)O2)cc1)NO,IC50,=,17300,nM,1,CHEMBL2424316,Inhibition of human recombinant HDAC4 protein using Acetyl-Lys (trifluoroacetyl)-AMC as substrate,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL2417402,1,Scientific Literature,J Med Chem,2013,None
CHEMBL4162183,1,COc1cc2ccn(CCOc3cccc(NC(=O)CCCCCCC(=O)NO)c3)c2c(OC)c1OC,IC50,>,10000,nM,0,CHEMBL4143553,Inhibition of N-terminal GST/C-terminal His-tagged recombinant human HDAC4 (648 to 1057 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition measured after 30 mins by fluorescence assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4138235,1,Scientific Literature,Eur J Med Chem,2018,None
CHEMBL3981567,2,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCC(=O)NO,IC50,>,10000,nM,0,CHEMBL3887565,Inhibition Assay: The inhibitions of activities of HDAC enzymes by the compounds N1'-[3-fluoro-4-[[7-[4-(hydroxyamino)-4-oxobutoxy]-6-methoxy-4-quinolyl]oxy]phenyl]-N1-(4-fluoro phenyl)cyclopropane-1,,,,,,,,,,,,,,,,,,
CHEMBL4093113,1,O=C(NO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)Nc1cccc(Cl)c1,Ki,>,50000,nM,0,CHEMBL4007220,Inhibition of human HDAC4 using Boc-Lys(trifluoroacetyl)-AMC as substrate preincubated for 30 mins followed by substrate addition measured after 60 mins by trypsin-based fluorescence assay,A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4004881,1,Scientific Literature,Bioorg Med Chem Lett,2017,None
CHEMBL4086093,0,O=C(CCCCCCC(=O)Nc1ccccc1CN1CC[C@H](O)C1)NO,IC50,=,7120,nM,0,CHEMBL4051216,Inhibition of HDAC 4 in human HeLa nuclear extract using fluorogenic HDAC class 2A substrate measured after 60 mins by fluorometric analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4049428,1,Scientific Literature,J Med Chem,2017,None
CHEMBL3916213,0,Nc1ccccc1NC(=O)CCCCCC(=O)Nc1ccc(O)cc1,IC50,=,100,nM,0,CHEMBL3887249,Two-Hybrid Assay: Detection of MEF2D and HDAC4 interactions. In this mammalian two-hybrid assay,,,,,,,,,,,,,,,,,,
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,Ki,,,,0,CHEMBL4048831,Inhibition of recombinant human C-terminal GST-tagged HDAC4 expressed in baculovirus-infected insect cells using Boc-Lys(TFA)-AMC as substrate by fluorimeter,A,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4043295,1,Scientific Literature,J Med Chem,2018,None
CHEMBL5086747,1,O=C(COc1ccc2cc(/C=C3/SC(=O)NC3=O)ccc2c1)Nc1cccc(C(F)(F)F)c1,IC50,=,2500,nM,0,CHEMBL5039567,Inhibition of recombinant human HDAC4 using Boc-Lys (trifluoroacetyl)-AMC as substrate preincubated for 1 hr followed by substrate addition and measured after 1 hr by micro plate reader analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5038586,1,Scientific Literature,J Med Chem,2021,None
CHEMBL4854201,1,CC(C)(C)Nc1c(-c2cccc(C(=O)Nc3ccc(F)cc3N)c2)nc2ccccn12,IC50,>,10000,nM,0,CHEMBL4813405,Inhibition of N-terminal GST-tagged/C-terminal His-tagged human recombinant HDAC4 (627 to 1084 residues) expressed in baculovirus-infected Sf9 cells assessed as reduction in 7-amino-4-methylcoumarin release measured every 5 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4811298,1,Scientific Literature,Bioorg Med Chem,2021,None
CHEMBL4536605,0,O=C(NO)c1ccc(CN2CCCc3cc(Cl)ccc32)cc1,IC50,=,10900,nM,0,CHEMBL5138182,Inhibition of full-length recombinant human HDAC4 using Boc-Lys(trifluoroacetyl)-AMC peptide as substrate by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5136990,1,Scientific Literature,Eur J Med Chem,2022,None
CHEMBL5195676,0,CCCCCCNNC(=O)c1cnc(N2CCN(Cc3c[nH]c4ccccc34)CC2)nc1,IC50,>,20000,nM,0,CHEMBL5153566,Inhibition of HDAC4 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5150060,1,Scientific Literature,J Med Chem,2022,None
CHEMBL3335368,0,O=C(NO)c1ccc(-c2ccc(-c3cc(O)cc(O)c3)cc2)cc1,Inhibition,=,0,%,0,CHEMBL3383453,Inhibition of human recombinant HDAC4 using (S)-[5-Acetylamino-1-(2-oxo-4-trifluorometyl-2Hchromen-7-ylcarbamoyl)pentl]carbami acid tert-Butyl Ester as substrate at 5 uM after 1 hr by fluorescent activity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351540,1,Scientific Literature,ACS Med Chem Lett,2014,None
CHEMBL3335369,0,COc1cc(/C=C/c2ccc(OC)c(NC(=O)CCCCCCC(=O)NO)c2)cc(OC)c1,Inhibition,=,39.1,%,0,CHEMBL3383453,Inhibition of human recombinant HDAC4 using (S)-[5-Acetylamino-1-(2-oxo-4-trifluorometyl-2Hchromen-7-ylcarbamoyl)pentl]carbami acid tert-Butyl Ester as substrate at 5 uM after 1 hr by fluorescent activity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351540,1,Scientific Literature,ACS Med Chem Lett,2014,None
CHEMBL3335370,0,COc1cc(/C=C\c2ccc(OC)c(NC(=O)CCCCCCC(=O)NO)c2)cc(OC)c1,Inhibition,=,68.1,%,0,CHEMBL3383453,Inhibition of human recombinant HDAC4 using (S)-[5-Acetylamino-1-(2-oxo-4-trifluorometyl-2Hchromen-7-ylcarbamoyl)pentl]carbami acid tert-Butyl Ester as substrate at 5 uM after 1 hr by fluorescent activity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351540,1,Scientific Literature,ACS Med Chem Lett,2014,None
CHEMBL3334509,0,O=C(CCCCCCNC(=O)c1ccc(-c2ccc(-c3cc(O)cc(O)c3)cc2)cc1)NO,IC50,,,,0,CHEMBL3384102,Inhibition of human recombinant HDAC4 using (S)-[5-Acetylamino-1-(2-oxo-4-trifluorometyl-2Hchromen-7-ylcarbamoyl)pentl]carbami acid tert-Butyl Ester as substrate after 1 hr by fluorescent activity assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL3351540,1,Scientific Literature,ACS Med Chem Lett,2014,None
CHEMBL99,0,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,,,,0,CHEMBL5118506,Inhibition of HDAC4 (unknown origin) by colorimetric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5113502,1,Scientific Literature,Eur J Med Chem,2022,None
CHEMBL5199025,2,Cc1ccc(C2CC(c3ccc(F)cc3F)=NN2C(=O)COc2ccc(/C=C3/SC(=O)NC3=O)cc2)cc1,Activity,=,9.4,%,0,CHEMBL5121010,Inhibition of recombinant human N-terminal His6-SUMO-tagged C-terminal SII-tagged HDAC4 expressed in Escherichia coli (BL21) DE3 pLysS cells assessed as residual activity at 50 uM using BocLys(trifluoroacetyl)-AMC as substrate incubated for 30 mins by fluorescence assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5120742,1,Scientific Literature,RSC Med Chem,2021,None
CHEMBL4874716,2,O=C(NO)c1ccc(CN2c3ccccc3Sc3ccc(C(=O)Nc4ccc(Br)cn4)cc32)cc1,IC50,=,2280,nM,0,CHEMBL4821487,Inhibition of N-terminal GST-tagged and C-terminal His-tagged human HDAC4 (627 to 1084 residues) expressed in baculovirus infected Sf9 cells using Boc Lys(TFA)-AMC as substrate preincubated for 5 mins followed by substrate addition and further incubated for 30 mins by fluorogenic assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4819073,1,Scientific Literature,Eur J Med Chem,2021,None
CHEMBL4879105,0,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,19,nM,0,CHEMBL4813405,Inhibition of N-terminal GST-tagged/C-terminal His-tagged human recombinant HDAC4 (627 to 1084 residues) expressed in baculovirus-infected Sf9 cells assessed as reduction in 7-amino-4-methylcoumarin release measured every 5 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4811298,1,Scientific Literature,Bioorg Med Chem,2021,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,1000,nM,1,CHEMBL4773581,Inhibition of recombinant human N-terminal GST-tagged HDAC4 (627 to end residues) expressed in baculovirus infected Sf9 insect cells using AcLeu-Gly-Lys(Tfa)-AMC as substrate measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4765420,1,Scientific Literature,Eur J Med Chem,2020,None
CHEMBL2364628,0,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,IC50,>,1000,nM,0,CHEMBL4771375,Inhibition of HDAC4 (unknown origin) using MAZ-1675 as substrate preincubated for 10 mins followed by substrate addition and shaken for 60 secs and measured over 30 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None
CHEMBL5202426,None,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCC(F)(F)c2cnc(-c3ccc(C(C(=O)NO)c4ccccc4F)cc3)nc2)C(C)(C)C)cc1,IC50,=,560,nM,0,CHEMBL5130697,Inhibition of recombinant HDAC4 (unknown origin) using Boc-Lys(TFA)-AMC as substrate by fluorescence based plate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5126633,1,Scientific Literature,J Med Chem,2022,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,150,nM,0,CHEMBL5118506,Inhibition of HDAC4 (unknown origin) by colorimetric method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5113502,1,Scientific Literature,Eur J Med Chem,2022,None
CHEMBL4795670,0,O=C(CN1C(=O)S/C(=C/c2ccco2)C1=O)Nc1ccccc1F,Activity,>,50,%,0,CHEMBL4771753,Inhibition of recombinant human N-terminal GST-tagged HDAC4 (627 to end residues) expressed in baculovirus infected Sf9 insect cells assessed as residual activity at 50 uM using Boc-Lys(trifluoroacetyl)-AMC as substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by fluorescence assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4765368,1,Scientific Literature,Eur J Med Chem,2020,None
CHEMBL4792814,0,O=C(CN1C(=O)S/C(=C/c2ccco2)C1=O)Nc1cccc(C(F)(F)F)c1,Activity,>,50,%,0,CHEMBL4771753,Inhibition of recombinant human N-terminal GST-tagged HDAC4 (627 to end residues) expressed in baculovirus infected Sf9 insect cells assessed as residual activity at 50 uM using Boc-Lys(trifluoroacetyl)-AMC as substrate preincubated for 60 mins followed by substrate addition and measured after 60 mins by fluorescence assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4765368,1,Scientific Literature,Eur J Med Chem,2020,None
CHEMBL5081056,1,O=C(CCNC(=O)c1cccn(Cc2ccc(F)c(F)c2)c1=O)Nc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,Inhibition,<,30,%,0,CHEMBL5037970,Inhibition on human recombinant HDAC4 at 10 uM measured after 20 min by luminescence glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5036349,1,Scientific Literature,Eur J Med Chem,2021,None
CHEMBL3693786,0,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO,IC50,>,1000,nM,0,CHEMBL5158351,Inhibition of full length human recombinant HDAC4 expressed in Sf9 baculovirus system using FAM-labeled acetylated peptide as substrate by measuring fluorescence intensity by EMSA method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL5154721,1,Scientific Literature,J Med Chem,2022,None
CHEMBL2105763,0,Cn1cc(CNCC2CCN(c3ncc(C(=O)NO)cn3)CC2)c2ccccc21,IC50,=,0.6,nM,0,CHEMBL4771394,Inhibition of human HDAC4 expressed in baculovirus infected sf9 cells using (Boc-Lys(trifluoroacetyl)-AMC) as substrate by fluorescence-based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,CHEMBL3524,Histone deacetylase 4,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None
