Molecule ChEMBL ID,#RO5 Violations,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL4249195,0,CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCC(=O)NO)ccc32)c(O)cc1O,Inhibition,,,%,CHEMBL4231369,Inhibition of HDAC in human HL60 cells assessed as upregulation of acetyl-alpha-tubulin levels at 0.1 to 10 uM after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4229357,1,Scientific Literature,Eur J Med Chem,2018,None
CHEMBL27759,0,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,=,6730,nM,CHEMBL3795030,Inhibition of HDAC in human HeLa nuclear extract using fluor de lys as substrate after 10 to 15 mins by spectrofluorometry,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3792339,1,Scientific Literature,Bioorg Med Chem Lett,2016,None
CHEMBL3797798,1,CCN(CC)c1ccc2c(CONC(=O)CCCCCCC(=O)Nc3ccccc3)cc(=O)oc2c1,Inhibition,,,%,CHEMBL3800849,Inhibition of human HDAC in HeLa cell nuclear extract for 60 mins by HDAC-Glo 1/2 reagent based chemiluminescence analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3797156,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3308376
CHEMBL3330358,2,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(NC(=O)CCCC(=O)NO)[C@@H]5CC[C@]43C)[C@H]12,Inhibition,=,88,%,CHEMBL3389461,Inhibition of HDAC (unknown origin) at 50 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3351412,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
CHEMBL3330354,2,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(NC(=O)CCCC(=O)NO)[C@@H]5CC[C@]43C)[C@H]12,Inhibition,=,46,%,CHEMBL3389462,Inhibition of HDAC (unknown origin) at 30 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3351412,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
CHEMBL3330354,2,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(NC(=O)CCCC(=O)NO)[C@@H]5CC[C@]43C)[C@H]12,IC50,=,34000,nM,CHEMBL3389466,Inhibition of HDAC (unknown origin),B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3351412,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
CHEMBL3330358,2,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(NC(=O)CCCC(=O)NO)[C@@H]5CC[C@]43C)[C@H]12,IC50,=,6000,nM,CHEMBL3389466,Inhibition of HDAC (unknown origin),B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3351412,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
CHEMBL3330359,2,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC(=O)[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(NC(=O)CCCCC(=O)NO)[C@@H]5CC[C@]43C)[C@H]12,IC50,=,42000,nM,CHEMBL3389466,Inhibition of HDAC (unknown origin),B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3351412,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
CHEMBL490254,0,O=C(CCCCCCCNC(=O)c1ccc2ccccc2c1)NO,IC50,=,28,nM,CHEMBL960363,Inhibition of HDAC from human HeLa cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1137690,1,Scientific Literature,Eur J Med Chem,2009,CHEMBL3308376
CHEMBL454719,0,O=C(CCCCCNC(=O)c1ccc2ccccc2c1)NO,IC50,=,21,nM,CHEMBL960363,Inhibition of HDAC from human HeLa cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1137690,1,Scientific Literature,Eur J Med Chem,2009,CHEMBL3308376
CHEMBL485513,0,O=C(C=C(c1ccccc1)c1ccccc1)NCCCCCC(=O)NO,IC50,=,201,nM,CHEMBL960363,Inhibition of HDAC from human HeLa cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1137690,1,Scientific Literature,Eur J Med Chem,2009,CHEMBL3308376
CHEMBL484489,0,O=C(/C=C/c1ccc(Cl)cc1F)NCCCCCC(=O)NO,IC50,=,8,nM,CHEMBL960363,Inhibition of HDAC from human HeLa cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1137690,1,Scientific Literature,Eur J Med Chem,2009,CHEMBL3308376
CHEMBL370056,0,C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](CCCCCC(=O)[C@@H]2CO2)NC(=O)[C@H]2CCCN2C1=O,IC50,=,30,nM,CHEMBL4422818,Inhibition of HDAC (unknown origin),B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,40,nM,CHEMBL3881963,Inhibition of HDAC in human HeLa nuclear extract using Fluor de Lys as substrate after 1 hr by fluorimetric method,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3881527,38,Patent Bioactivity Data,,2008,None
CHEMBL598797,0,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3893111,0,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3905086,0,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3897865,0,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3916142,1,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3953871,0,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3939269,2,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3913614,2,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3966861,2,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1760790,0,O=C(CCC1CCN(C(=O)c2ccccc2)CC1)NO,Inhibition,=,30,%,CHEMBL1763793,Inhibition of HDAC in human HeLa cells at 1 uM by fluorescent activity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1759961,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308376
CHEMBL1760905,0,O=C(CCC1CCN(C(=O)Cc2ccccc2)CC1)NO,Inhibition,=,24,%,CHEMBL1763793,Inhibition of HDAC in human HeLa cells at 1 uM by fluorescent activity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1759961,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308376
CHEMBL1760913,0,O=C(CCCC1CCN(C(=O)Cc2ccccc2)CC1)NO,Inhibition,=,72,%,CHEMBL1763793,Inhibition of HDAC in human HeLa cells at 1 uM by fluorescent activity assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1759961,1,Scientific Literature,Bioorg Med Chem Lett,2011,CHEMBL3308376
CHEMBL5093179,0,CCN(CC)CCNC(=O)c1ccc(NC(=O)CCCCCCC(=O)NO)cc1,Inhibition,,,%,CHEMBL5034864,Inhibition of human HDAC activity using nuclear extract of HeLa cells assessed as inhibition of acetylation,B,BAO_0000221,tissue-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL5034012,1,Scientific Literature,J Med Chem,2021,None
CHEMBL3427658,0,O=C(/C=C/c1cccn(CCc2ccncc2)c1=O)NO,IC50,>,10000,nM,CHEMBL3428001,Inhibition of HDAC in human HeLa cell nuclear extract using Fluor de Lys as substrate incubated with compound for 30 mins by microtiter-plate reading flourimeter analysis,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3425447,1,Scientific Literature,J Med Chem,2015,CHEMBL3308376
CHEMBL3427665,0,COc1ccc(CCCn2cccc(/C=C/C(=O)NO)c2=O)cc1,IC50,=,140,nM,CHEMBL3428001,Inhibition of HDAC in human HeLa cell nuclear extract using Fluor de Lys as substrate incubated with compound for 30 mins by microtiter-plate reading flourimeter analysis,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3425447,1,Scientific Literature,J Med Chem,2015,CHEMBL3308376
CHEMBL190359,0,CN(C(=O)CCCc1ccccc1)c1ccc(C(=O)NO)cc1,IC50,=,520,nM,CHEMBL828694,In vitro inhibitory concentration against histone deacetylase of DU-145 prostate cell nuclear extract as deacetylation of biotinylated [3H]-acetyl histone H4 peptide,B,BAO_0000219,cell-based format,Homo sapiens,None,None,prostate,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1141160,1,Scientific Literature,J Med Chem,2005,None
CHEMBL189137,0,CC(C)(CCc1ccccc1)C(=O)Nc1ccc(C(=O)NO)cc1,IC50,=,25,nM,CHEMBL828694,In vitro inhibitory concentration against histone deacetylase of DU-145 prostate cell nuclear extract as deacetylation of biotinylated [3H]-acetyl histone H4 peptide,B,BAO_0000219,cell-based format,Homo sapiens,None,None,prostate,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL1141160,1,Scientific Literature,J Med Chem,2005,None
CHEMBL4749655,0,O=C(CCCCCCn1cnc2c(N3CCOCC3)nc(-c3cccc(CO)c3)nc21)NO,Inhibition,,,%,CHEMBL4707224,Inhibition of HDAC in human PC-3 cells assessed as increase in acetylation of histone H3 at K9 residue at 10 uM incubated for 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,PC-3,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4706478,1,Scientific Literature,J Med Chem,2018,None
CHEMBL4787267,1,Nc1ncc(-c2nc(N3CCOCC3)c3ncn(CCCCCCC(=O)NO)c3n2)cn1,Inhibition,,,%,CHEMBL4707224,Inhibition of HDAC in human PC-3 cells assessed as increase in acetylation of histone H3 at K9 residue at 10 uM incubated for 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,PC-3,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4706478,1,Scientific Literature,J Med Chem,2018,None
CHEMBL4448410,0,O=C(NO)c1ccc(Cn2nnnc2-c2cccs2)cc1,Inhibition,,,%,CHEMBL4416940,Inhibition of HDAC in human 697 cells assessed as increase in H3 acetylation at 1000 nM incubated for 16 hrs by ELISA,A,BAO_0000219,cell-based format,Homo sapiens,None,None,697,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4414648,1,Scientific Literature,J Med Chem,2019,CHEMBL3308147
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,980,nM,CHEMBL4725767,Inhibition of HDAC (unknown origin),B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4725227,1,Scientific Literature,J Med Chem,2020,None
CHEMBL2179618,0,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)Nc1ccccc1,Inhibition,,,%,CHEMBL4729594,Inhibition of human HDAC in human WM164 cells increase in acetylated histone H3 levels at 0.1 to 10 uM by immunoblot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,WM164,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4725372,1,Scientific Literature,J Med Chem,2020,None
CHEMBL4751464,1,Cc1noc(C)c1-c1ccc2c(c1)c(CCc1ccccc1)cn2CCCCCC(=O)NO,IC50,=,291,nM,CHEMBL4725767,Inhibition of HDAC (unknown origin),B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4725227,1,Scientific Literature,J Med Chem,2020,None
CHEMBL2047024,0,C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCCC(=O)NO)ccc2O)c1,IC50,<,1000,nM,CHEMBL4725767,Inhibition of HDAC (unknown origin),B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4725227,1,Scientific Literature,J Med Chem,2020,None
CHEMBL4865690,0,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OCc1ccc(C(=O)NO)cc1,IC50,=,390,nM,CHEMBL4830762,Inhibition of HDAC (unknown origin),B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4828751,1,Scientific Literature,Eur J Med Chem,2021,None
CHEMBL3759836,0,O=C(NCCCCCCS)c1cc(-c2ccc3ccccc3c2)n[nH]1,IC50,=,102,nM,CHEMBL3762509,Inhibition of HDAC in human HeLa cell nuclear extract using Boc-Lys(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by fluorescence-based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3758091,1,Scientific Literature,Eur J Med Chem,2016,CHEMBL3308376
CHEMBL3417187,2,O=C(CCCCCCN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,Activity,,,,CHEMBL3419822,Induction of HDAC-mediated histone H3 acetylation in human MV4-11 cells after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MV4-11,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3414525,1,Scientific Literature,Eur J Med Chem,2015,CHEMBL3308063
CHEMBL3758642,0,O=C(NCCCCCCS)c1cc(-c2ccc(F)cc2)nn1CCO,IC50,=,690,nM,CHEMBL3761210,Inhibition of HDAC in human HeLa nuclear extract,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3758139,1,Scientific Literature,Bioorg Med Chem Lett,2016,None
CHEMBL3759007,0,CC(C)n1nc(-c2ccc(F)cc2)cc1C(=O)NCCCCCCS,IC50,>,10000,nM,CHEMBL3761210,Inhibition of HDAC in human HeLa nuclear extract,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3758139,1,Scientific Literature,Bioorg Med Chem Lett,2016,None
CHEMBL2403484,0,O=C(NO)c1cc2ccc(COc3ccccc3F)cc2s1,Inhibition,=,58,%,CHEMBL2406372,Inhibition of HDAC (unknown origin) at 1 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL2401613,1,Scientific Literature,Bioorg Med Chem Lett,2013,None
CHEMBL3427639,0,O=C(/C=C/c1cccn(Cc2ccc(Br)cc2)c1=O)NO,IC50,=,100,nM,CHEMBL3428001,Inhibition of HDAC in human HeLa cell nuclear extract using Fluor de Lys as substrate incubated with compound for 30 mins by microtiter-plate reading flourimeter analysis,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3425447,1,Scientific Literature,J Med Chem,2015,CHEMBL3308376
CHEMBL3427660,0,O=C(/C=C/c1cccn(CCCc2cccc(Br)c2)c1=O)NO,IC50,=,100,nM,CHEMBL3428001,Inhibition of HDAC in human HeLa cell nuclear extract using Fluor de Lys as substrate incubated with compound for 30 mins by microtiter-plate reading flourimeter analysis,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3425447,1,Scientific Literature,J Med Chem,2015,CHEMBL3308376
CHEMBL3260012,0,COc1ccc(/C=C/C(=O)Nc2ccccc2N)cc1OCC(=O)Nc1ccc(F)c(Cl)c1,IC50,=,66520,nM,CHEMBL3271696,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3259561,1,Scientific Literature,Bioorg Med Chem,2014,CHEMBL3308376
CHEMBL3260014,1,COc1ccc(/C=C/C(=O)Nc2ccccc2N)cc1OCC(=O)Nc1ccc(Cl)c(Cl)c1,IC50,>,200000,nM,CHEMBL3271696,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3259561,1,Scientific Literature,Bioorg Med Chem,2014,CHEMBL3308376
CHEMBL3260022,1,COc1ccc(/C=C/C(=O)Nc2ccc(C)cc2N)cc1OCC(=O)Nc1cccc(C(F)(F)F)c1,IC50,>,200000,nM,CHEMBL3271696,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3259561,1,Scientific Literature,Bioorg Med Chem,2014,CHEMBL3308376
CHEMBL3260024,0,COc1ccc(NC(=O)COc2cc(/C=C/C(=O)Nc3ccc(C)cc3N)ccc2OC)cc1,IC50,=,164610,nM,CHEMBL3271696,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3259561,1,Scientific Literature,Bioorg Med Chem,2014,CHEMBL3308376
CHEMBL3260029,2,COc1ccc(/C=C/C(=O)Nc2ccc(C)cc2N)cc1OCC(=O)Nc1cc(Br)cc(C(F)(F)F)c1,IC50,=,124670,nM,CHEMBL3271696,Inhibition of HDAC in human HeLa cell nuclear extract using acetylated lysine as substrate after 30 mins by spectrophotometric analysis,B,BAO_0000224,protein format,Homo sapiens,None,None,HeLa,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3259561,1,Scientific Literature,Bioorg Med Chem,2014,CHEMBL3308376
CHEMBL4749655,0,O=C(CCCCCCn1cnc2c(N3CCOCC3)nc(-c3cccc(CO)c3)nc21)NO,Activity,=,100,%,CHEMBL4707237,Inhibition of HDAC in human HepG2 cells assessed as acetylation of histone H3 at K9 at 1 uM incubated for 4 hrs followed by stimulation with 100 ng/ml growth factor IGF1 for 15 mins by Western blot analysis (Rvb = 0.27 %),B,BAO_0000219,cell-based format,Homo sapiens,None,None,HepG2,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4706478,1,Scientific Literature,J Med Chem,2018,None
CHEMBL3261750,0,Cc1ccc(S(=O)(=O)N2C[C@@H](NC(=O)CNC(=O)[C@@H](N)CC(C)C)C[C@H]2C(=O)NO)cc1.Cl,IC50,>,100000,nM,CHEMBL3268883,Inhibition of HDAC in human HeLa nuclear extract using Boc-Lys (acetyl)-AMC as fluorogenic substrate after 30 mins by spectrophotometry,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3259559,1,Scientific Literature,Bioorg Med Chem,2014,None
CHEMBL3261753,0,CSCC[C@H](N)C(=O)NCC(=O)N[C@H]1C[C@@H](C(=O)NO)N(S(=O)(=O)c2ccc(C)cc2)C1.Cl,IC50,>,100000,nM,CHEMBL3268883,Inhibition of HDAC in human HeLa nuclear extract using Boc-Lys (acetyl)-AMC as fluorogenic substrate after 30 mins by spectrophotometry,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3259559,1,Scientific Literature,Bioorg Med Chem,2014,None
CHEMBL3261754,0,COc1ccc(S(=O)(=O)N2C[C@@H](NC(=O)CNC(=O)[C@H](C)N)C[C@H]2C(=O)NO)cc1.Cl,IC50,>,100000,nM,CHEMBL3268883,Inhibition of HDAC in human HeLa nuclear extract using Boc-Lys (acetyl)-AMC as fluorogenic substrate after 30 mins by spectrophotometry,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3259559,1,Scientific Literature,Bioorg Med Chem,2014,None
CHEMBL3261760,0,C[C@H](N)C(=O)NCC(=O)N[C@H]1C[C@@H](C(=O)NO)N(S(=O)(=O)c2ccc(Cl)cc2)C1.Cl,IC50,>,100000,nM,CHEMBL3268883,Inhibition of HDAC in human HeLa nuclear extract using Boc-Lys (acetyl)-AMC as fluorogenic substrate after 30 mins by spectrophotometry,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3259559,1,Scientific Literature,Bioorg Med Chem,2014,None
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,120,nM,CHEMBL3268883,Inhibition of HDAC in human HeLa nuclear extract using Boc-Lys (acetyl)-AMC as fluorogenic substrate after 30 mins by spectrophotometry,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3259559,1,Scientific Literature,Bioorg Med Chem,2014,None
CHEMBL3318720,0,COc1ccc(/C=C/C(=O)c2cc3ccc(OC)cc3oc2=O)cc1,Inhibition,<,10,%,CHEMBL3370093,Inhibition of HDAC in human K562 cells nuclear extracts at 100 uM,B,BAO_0000219,cell-based format,Homo sapiens,None,None,K562,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3351243,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308378
CHEMBL98,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,Inhibition,,,%,CHEMBL4156765,Inhibition of HDAC in human A549 cells assessed as increase in histone H3 acetylation after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,A549,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4152341,1,Scientific Literature,J Med Chem,2018,None
CHEMBL2408237,0,O=c1c(O)ccccc1-c1ccccc1,FC,=,2,,CHEMBL3243300,Inhibition of HDAC in human Jurkat cells assessed as perforin expression after 48 hrs by FACS flow cytometric analysis relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3232980,1,Scientific Literature,Bioorg Med Chem,2014,CHEMBL3307526
CHEMBL3331116,2,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2nc(cs2)C2=N[C@@](C)(CS2)C(=O)N[C@H](Cc2cccc3ccccc23)C(=O)O1,Inhibition,,,%,CHEMBL3386646,Inhibition of human HDAC in human HCT116 cells assessed as global histone H3 lysine-9 acetylation levels at 0.01 to 1 uM after 24 hrs by Western blotting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HCT-116,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3352516,1,Scientific Literature,Eur J Med Chem,2014,CHEMBL3308372
CHEMBL3330357,2,C[C@H]1[C@H](C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@@H](O)[C@](C)(NC(=O)CCCCCCCC(=O)NO)[C@@H]5CC[C@]43C)[C@H]12,Inhibition,=,34,%,CHEMBL3389462,Inhibition of HDAC (unknown origin) at 30 uM,B,BAO_0000224,protein format,Homo sapiens,None,None,None,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3351412,1,Scientific Literature,Bioorg Med Chem Lett,2014,None
CHEMBL3339022,0,O=C(CCCCCCC(=O)Nc1cc2c(Nc3ccccc3)ncnc2s1)NO,Inhibition,,,%,CHEMBL3373390,Inhibition of HDAC in human RPMI8226 cells assessed as increase in alpha-tubulin acetylation after 24 hrs by Western blot analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,RPMI-8226,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL3351302,1,Scientific Literature,Bioorg Med Chem,2014,CHEMBL3307732
CHEMBL513595,1,CC[C@]1(C)NC(=O)[C@H](CCCCCC(=O)[C@@H](C)O)NC(=O)[C@H]2C[C@H](C)CN2C(=O)[C@H](Cc2ccccc2)NC1=O,IC50,=,17,nM,CHEMBL4422831,Inhibition of HDAC in human Jurkat T cells using [3H]acetyl histone as substrate,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Jurkat,None,CHEMBL2093865,Histone deacetylase,Homo sapiens,PROTEIN FAMILY,CHEMBL4422610,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3307526
