Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type
CHEMBL16300,BENZOHYDROXAMATE,None,137.14,0,0.81,8,O=C(NO)c1ccccc1,IC50,>,33330,nM,,,,UO_0000065,,,,,0,CHEMBL2340956,Inhibition of HDAC9 (unknown origin) assessed as fluorescence intensity measured after 60 mins incubation at room temperature by trypsin-free microfluidic lab-on-a-chip assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL2331470,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL4210305,,None,419.53,0,3.49,1,COc1ccc(CN(CCN(C)C)c2ccc(C(=O)Nc3ccccc3N)cn2)cc1,Inhibition,<,10,%,,,,UO_0000187,,,,,0,CHEMBL4202237,Inhibition of recombinant human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected insect cells at 30 uM using HDAC class 2a substrate measured after 30 mins by fluorescence assay relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4196230,1,Scientific Literature,ACS Med Chem Lett,2018,None,,
CHEMBL4581057,,None,563.58,2,3.14,43,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(CNc3ncc(C(=O)NO)cn3)c2c(=O)n1-c1ccccc1,IC50,=,5349,nM,5.27,,,UO_0000065,9.35,0.17,2.13,2.8,0,CHEMBL4405135,Inhibition of HDAC9 (unknown origin) using fluorogenic HDAC class 2a as substrate measured after 1 to 2 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4402587,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4445342,,None,512.57,1,3.83,19a,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(CCCCC(=O)NO)c2c(=O)n1-c1ccccc1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL4405135,Inhibition of HDAC9 (unknown origin) using fluorogenic HDAC class 2a as substrate measured after 1 to 2 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4402587,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL4563838,,None,532.56,1,4.4,24a,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(-c3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4405135,Inhibition of HDAC9 (unknown origin) using fluorogenic HDAC class 2a as substrate measured after 1 to 2 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4402587,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,BDBM50005711,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,=,70.1,nM,7.15,,366823,UO_0000065,23.66,0.44,4.57,10.27,0,CHEMBL3888005,HDAC enzyme inhibitionAssay: HDAC enzyme inhibition assays were performed using purified HDACs 1-10 essentially as described in Beckers et al.,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL483254,PANOBINOSTAT,4,349.43,0,3.33,2,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,Ki,=,830,nM,6.08,,,UO_0000065,17.4,0.32,2.75,7.88,0,CHEMBL4236291,Inhibition of human recombinant HDAC9 using fluorogenic HDAC substrate class 2a after 30 mins by fluorimetrc method,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4229543,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,,
CHEMBL1631913,,None,454.52,0,4.08,(R/S)-9,COc1cc2cc(c1)COc1ccccc1NC(=O)C(CCCCCC(=O)NO)OC/C=C\2,IC50,=,99.6,nM,7,,,UO_0000065,15.4,0.29,2.92,6.6,0,CHEMBL1634307,Inhibition of human HDAC9 by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1629537,1,Scientific Literature,J Med Chem,2010,None,,
CHEMBL1631918,,None,456.54,0,4,(R)-10,COc1cc2cc(c1)COc1ccccc1NC(=O)[C@@H](CCCCCC(=O)NO)OCCC2,IC50,=,322,nM,6.49,,,UO_0000065,14.22,0.27,2.49,6.12,0,CHEMBL1634307,Inhibition of human HDAC9 by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1629537,1,Scientific Literature,J Med Chem,2010,None,,
CHEMBL3329621,,None,991.34,3,5.22,4,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCSSCC/C=C/[C@@H]2CC(=O)NCc3nc(cs3)C3=N[C@@](C)(CS3)C(=O)N[C@@H](C(C)C)C(=O)O2)OC1=O,IC50,,,,,,Not Active,,,,,,0,CHEMBL3366358,Inhibition of HDAC9 (unknown origin) incubated for 30 mins in presence of BSA and DTT by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3352121,1,Scientific Literature,ACS Med Chem Lett,2014,None,,
CHEMBL3958794,,None,266.3,0,2.81,BDBM218159,O=C(NO)c1ccc(Cn2ccc3ccccc32)cc1,IC50,=,8160,nM,5.09,,381879,UO_0000065,19.11,0.35,2.28,9.38,0,CHEMBL3888200,HDAC Activity Assay: HDAC assay is performed using fluorescently-labeled acetylated substrate,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3110004,,None,514.53,2,5.36,TMP269,O=C(NCC1(c2nc(-c3ccccc3)cs2)CCOCC1)c1cccc(-c2noc(C(F)(F)F)n2)c1,IC50,=,19.4,nM,7.71,,,UO_0000065,14.99,0.29,2.35,8.56,0,CHEMBL4042505,Inhibition of recombinant human HDAC9 using fluorogenic substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4041521,1,Scientific Literature,Eur J Med Chem,2017,None,,
CHEMBL3338417,,None,361.4,0,2.63,31,O=C(NO)c1ccc2c(c1)C[C@@H](Nc1nccc(-c3cccnc3)n1)CC2,IC50,,,,,,Not Determined,,,,,,0,CHEMBL3386363,Inhibition of HDAC9 (unknown origin) using fluorogenic peptide as substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3351740,1,Scientific Literature,J Med Chem,2014,None,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,1; SAHA,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,320,nM,6.5,,,UO_0000065,24.57,0.47,4.02,8.28,0,CHEMBL3795920,Inhibition of human HDAC9 using RHK-K(Ac)-AMC as substrate incubated for 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3792283,1,Scientific Literature,Eur J Med Chem,2016,None,,
CHEMBL4636189,,None,454.53,1,7.17,12q,O=C(NC(c1ccccc1)c1ccccc1)c1cc(-c2cc3ccccc3o2)nc2ccccc12,IC50,>,200000,nM,,Outside typical range,,UO_0000065,,,,,0,CHEMBL4626166,Inhibition of HDAC9 (unknown origin) by FDL assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4622973,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL491316,,None,404.51,0,3.44,23,O=C(/C=C/c1ccc2c(c1)nc(CCc1ccccc1)n2CCN1CCCC1)NO,Ki,=,19.2,nM,7.72,,,UO_0000065,19.08,0.35,4.28,10.96,0,CHEMBL1016001,Inhibition of recombinant HDAC9 by fluorimetric assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1152878,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,
CHEMBL3220922,,None,552.67,2,5.46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3220925,,None,466.58,0,4.77,4,CC(=O)N1c2ccc(NC(=O)CCCCCCC(=O)NO)cc2[C@H](Nc2ccccc2)C[C@@H]1C,IC50,=,37710,nM,4.42,,,UO_0000065,9.48,0.18,-0.35,3.99,0,CHEMBL3224044,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3217474,1,Scientific Literature,Medchemcomm,2014,None,,
CHEMBL356066,DACINOSTAT,-1,379.46,0,2.72,Dacinostat,O=C(/C=C/c1ccc(CN(CCO)CCc2c[nH]c3ccccc23)cc1)NO,Ki,=,9000,nM,5.05,,,UO_0000065,13.3,0.25,2.33,5.7,0,CHEMBL3598919,Inhibition of human HDAC9,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3596180,1,Scientific Literature,Bioorg Med Chem,2015,None,,
CHEMBL3110003,,None,225.25,0,2.3,3,O=C(NO)C1c2ccccc2-c2ccccc21,IC50,=,120,nM,6.92,,,UO_0000065,30.73,0.56,4.62,14.03,0,CHEMBL4310911,Inhibition of human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys-TFA as substrate measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,,
CHEMBL4561073,,None,430.44,0,3.06,5b,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C2\NC(=O)c3ccccc32)cc1,Inhibition,,,%,,,Not Active,UO_0000187,,,,,0,CHEMBL4387983,Inhibition of HDAC9 (unknown origin) using Fluor de Lys substrate by fluorescence assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4387704,1,Scientific Literature,Eur J Med Chem,2019,None,,
CHEMBL561483,,None,435.52,1,5.25,4h,COc1cccc2c(C(CCCCCC(=O)NO)c3c[nH]c4c(OC)cccc34)c[nH]c12,IC50,=,340,nM,6.47,,,UO_0000065,14.85,0.28,1.22,6.51,0,CHEMBL1053563,Inhibition of human HDAC9 by fluorimetry,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1153591,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,
CHEMBL3979548,,None,280.33,0,3.12,BDBM218163,Cc1cn(Cc2ccc(C(=O)NO)cc2)c2ccccc12,IC50,=,14500,nM,4.84,,381881,UO_0000065,17.26,0.31,1.72,8.92,0,CHEMBL3888200,HDAC Activity Assay: HDAC assay is performed using fluorescently-labeled acetylated substrate,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,Vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,>,33000,nM,,,,UO_0000065,,,,,0,CHEMBL2384801,Inhibition of HDAC9 (unknown origin) after 60 mins by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL2380312,1,Scientific Literature,J Med Chem,2013,None,,
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,Vorinostat,O=C(CCCCCCC(=O)Nc1ccccc1)NO,IC50,=,15600,nM,4.81,,,UO_0000065,18.19,0.35,2.34,6.13,0,CHEMBL2328536,Inhibition of C-terminal His-tagged human recombinant HDAC9 (amino acids 604- 1066) expressed in baculovirus expression system using fluorogenic acetylated peptide as substrate preincubated with enzyme for 10 mins prior to substrate addition measured after 60 mins by fluorescence analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL2321647,1,Scientific Literature,ACS Med Chem Lett,2013,None,,
CHEMBL2323289,,None,604.8,2,4.04,4,CCCCCCCC(=O)SCC/C=C/[C@@H]1CC(=O)NCc2nc(cs2)-c2cn(nn2)CC(=O)N[C@@H](C(C)C)C(=O)O1,IC50,=,63200,nM,4.2,,,UO_0000065,6.94,0.14,0.16,2.89,0,CHEMBL2328536,Inhibition of C-terminal His-tagged human recombinant HDAC9 (amino acids 604- 1066) expressed in baculovirus expression system using fluorogenic acetylated peptide as substrate preincubated with enzyme for 10 mins prior to substrate addition measured after 60 mins by fluorescence analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL2321647,1,Scientific Literature,ACS Med Chem Lett,2013,None,,
CHEMBL4854692,,None,401.39,1,5.28,19,CC(C)(C)Nc1c(-c2ccc(-c3noc(C(F)(F)F)n3)cc2)nc2ccccn12,IC50,=,2311,nM,5.64,,,UO_0000065,14.04,0.27,0.36,8.26,0,CHEMBL4813408,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells assessed as reduction in 7-amino-4-methylcoumarin release measured every 5 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4811298,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR
CHEMBL4879105,,None,416.4,0,3.76,MAZ1914,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,=,48,nM,7.32,,,UO_0000065,17.58,0.33,3.56,10.27,0,CHEMBL4813408,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus-infected Sf9 cells assessed as reduction in 7-amino-4-methylcoumarin release measured every 5 mins by fluorescence based analysis,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4811298,1,Scientific Literature,Bioorg Med Chem,2021,None,,INHIBITOR
CHEMBL98,VORINOSTAT,4,264.32,0,2.47,SAHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3827517,,None,476.5,1,0.81,10y,CN(Cc1nc2c(N3CCOCC3)nc(-c3ccncc3)nc2n1C)c1ncc(C(=O)NO)cn1,IC50,>,1000,nM,,,,UO_0000065,,,,,0,CHEMBL3829038,Inhibition of C-terminal His-tagged human recombinant HDAC9 (604 to 1066 residues) expressed in baculovirus infected insect Sf9 cells using Ac-peptide-AMC as substrate assessed as release of AMC preincubated for 15 mins followed by substrate addition measured after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3826921,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,
CHEMBL4451623,,None,526.6,1,4.22,19b,CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(CCCCCC(=O)NO)c2c(=O)n1-c1ccccc1,IC50,=,34850,nM,4.46,,,UO_0000065,8.47,0.16,0.24,2.96,0,CHEMBL4405135,Inhibition of HDAC9 (unknown origin) using fluorogenic HDAC class 2a as substrate measured after 1 to 2 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4402587,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL3288484,,None,338.47,0,4.77,IYS-10,O=C(CCCCCCS)Nc1nc(-c2cccc(F)c2)cs1,IC50,=,78,nM,7.11,,,UO_0000065,21,0.44,2.34,16.93,0,CHEMBL3292911,Inhibition of human HDAC9 by HDAC-Glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3286192,1,Scientific Literature,ACS Med Chem Lett,2014,None,,
CHEMBL3288488,,None,352.5,1,5.08,IYS-14,Cc1ccc(-c2csc(NC(=O)CCCCCCS)n2)cc1F,IC50,=,62,nM,7.21,,,UO_0000065,20.45,0.43,2.13,17.17,0,CHEMBL3292911,Inhibition of human HDAC9 by HDAC-Glo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3286192,1,Scientific Literature,ACS Med Chem Lett,2014,None,,
CHEMBL4542119,,None,385.42,0,3.3,5f,C=C(c1ccc(OC)c(/C=C/C(=O)NO)c1)c1cc(OC)c(OC)c(OC)c1,Inhibition,<,50,%,,,,UO_0000187,,,,,0,CHEMBL4326246,Inhibition of human recombinant HDAC9 at 10'-5 M after 30 mins using fluorogenic substrate by fluorimetric assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4325829,1,Scientific Literature,J Med Chem,2018,None,,
CHEMBL99,TRICHOSTATIN,1,302.37,0,2.58,TSA,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,IC50,,,,,,Not Determined,,,,,,0,CHEMBL4707192,Inhibition of C-terminal His-tagged human HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 cells using fluorogenic HDAC class2a as substrate measured after 30 mins by fluorescence based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4706478,1,Scientific Literature,J Med Chem,2018,None,TIME = 0.5 hr,
CHEMBL4799406,,None,390.37,0,3.41,30; JM39,O=C(NO)c1ccc(CN2C(=O)c3cccc(F)c3C2=O)cc1-c1ccccc1,IC50,=,46,nM,7.34,,,UO_0000065,18.8,0.35,3.93,8.46,0,CHEMBL4737694,Inhibition of recombinant human HDAC9 using Ac-LGK(TFA)-AMC as substrate preincubated for 15 mins followed by substrate addition and measured after 60 mins by fluorescence based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4732198,1,Scientific Literature,J Med Chem,2021,None,TIME = 1.25 hr,INHIBITOR
CHEMBL3940985,,None,339.44,0,4.1,BDBM207628,Cc1ccc(NC(=O)CCCCCC(=O)Nc2ccccc2N)cc1,IC50,>,100000,nM,,,366813,UO_0000065,,,,,0,CHEMBL3888005,HDAC enzyme inhibitionAssay: HDAC enzyme inhibition assays were performed using purified HDACs 1-10 essentially as described in Beckers et al.,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1800373,,None,379.44,0,3.72,18,Cc1cc(O)nc(SCC(=O)c2ccc(NC(=O)c3ccccc3)cc2)n1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1805036,Inhibition of recombinant HDAC9 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL1800375,,None,294.76,0,3.12,21,Cc1cc(O)nc(SCC(=O)c2ccc(Cl)cc2)n1,IC50,>,100000,nM,,,,UO_0000065,,,,,0,CHEMBL1805036,Inhibition of recombinant HDAC9 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,
CHEMBL3621988,TUCIDINOSTAT,3,390.42,0,3.38,29,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1,IC50,>,10000,nM,,,,UO_0000065,,,,,0,CHEMBL4771517,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL3310505,,None,540.71,1,1.43,3,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,IC50,>,1000,nM,,,,UO_0000065,,,,,0,CHEMBL4771517,Inhibition of HDAC9 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4765362,1,Scientific Literature,J Med Chem,2020,None,,
CHEMBL3735680,,None,370.41,0,4.64,14,O=C(NCc1ccc(-c2ccccc2)cc1)c1coc(-c2ccccc2O)n1,Inhibition,=,20.8,%,,,,UO_0000187,,,,,0,CHEMBL3738581,Inhibition of human recombinant HDAC9 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL3735731,,None,469.54,0,4.51,18,O=C(NCCCCNC(=O)C(c1ccccc1)c1ccccc1)c1coc(-c2ccccc2O)n1,Inhibition,=,9,%,,,,UO_0000187,,,,,0,CHEMBL3738581,Inhibition of human recombinant HDAC9 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL3735449,,None,469.59,1,5.37,20,O=C(NCCCCNCCC(c1ccccc1)c1ccccc1)c1coc(-c2ccccc2O)n1,Inhibition,=,16.4,%,,,,UO_0000187,,,,,0,CHEMBL3738581,Inhibition of human recombinant HDAC9 at 20 uM using Boc-Lys(Tfa)-AMC as substrate after 30 to 60 mins by microplate reader assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3734759,1,Scientific Literature,Medchemcomm,2015,None,,
CHEMBL27759,ENTINOSTAT,3,376.42,0,3.34,27,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,IC50,>,10000,nM,,,,UO_0000065,,,,,1,CHEMBL4769052,Inhibition of human recombinant HDAC9 expressed in baculovirus using fluorogenic peptide p53 residues 379-382 (RHKK(Ac)AMC) as substrate by Fluorescence analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4765296,1,Scientific Literature,Eur J Med Chem,2020,None,,
CHEMBL4437833,,None,337.35,0,3.23,16,Cc1ncc(-c2ccc(C(C(=O)NO)c3ccccc3F)cc2)cn1,IC50,=,30,nM,7.52,,,UO_0000065,22.3,0.41,4.29,10.02,0,CHEMBL4310911,Inhibition of human C-terminal His-tagged HDAC9 (604 to 1066 residues) expressed in baculovirus infected Sf9 insect cells using Boc-Lys-TFA as substrate measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL4308884,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3308860,,
CHEMBL2177587,,None,474.99,0,4.86,13,CN1C[C@H](C(=O)Nc2ccc(Cl)cc2)[C@@H](c2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)C1,IC50,=,16000,nM,4.8,,,UO_0000065,10.1,0.19,-0.06,5.48,0,CHEMBL2182321,Inhibition of HDAC9 using p53 (379 to 382 residues) based fluorogenic peptide substrate,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL2177000,1,Scientific Literature,J Med Chem,2012,None,,
CHEMBL3311466,,None,361.44,0,3.09,14,CC1(C)CC(=O)Nc2ccc(NC(=O)CCCCCCC(=O)NO)cc21,IC50,=,45,nM,7.35,,,UO_0000065,20.33,0.39,4.26,6.83,0,CHEMBL3373902,Inhibition of human HDAC9 pre-incubated for 30 mins before substrate addition and measured after 30 mins by HDAC-Glo I/II assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4145,Histone deacetylase 9,Homo sapiens,SINGLE PROTEIN,CHEMBL3351757,1,Scientific Literature,Bioorg Med Chem,2014,None,,
